fundcode,name,category
002140,博时裕诚纯债债券,债券型
002141,建信鑫丰回报灵活配置混合C,混合型
002142,博时外延增长主题灵活配置混合,混合型
002143,博时裕坤3个月定开债,定开债券
002144,华安新优选灵活配置混合C,混合型
002145,诺安景鑫灵活配置混合,混合型
002146,长安鑫益增强混合A,混合型
002147,长安鑫益增强混合C,混合型
002148,国寿安保稳惠混合,混合型
002149,嘉实新优选混合,混合型
002152,华宝核心优势混合,混合型
002155,国金鑫瑞灵活配置混合,混合型
002156,长盛盛世混合A,混合型
002157,长盛盛世混合C,混合型
002158,汇添富安鑫智选混合C,混合型
002159,东吴国企改革,混合型
002160,南方驱动混合,混合型
002161,银华万物互联灵活配置混合,混合型
002162,东方新价值混合C,混合型
002163,东方惠新灵活配置混合C,混合型
002164,汇添富新睿精选混合C,混合型
002165,汇添富达欣混合C,混合型
002166,华夏永福混合C,混合型
002167,南方顺康混合,混合型
002168,嘉实智能汽车股票,股票型
002169,永赢稳益债券,债券型
002170,东吴移动互联C,混合型
002172,海富通新内需混合C,混合型
002174,东方互联网嘉混合,混合型
002175,博时裕乾纯债A,债券型
002177,信诚新泽B,混合型
002178,嘉实新起点混合C,混合型
002179,华安事件驱动量化策略混合,混合型
002180,中银移动互联灵活配置混合,混合型
002181,华安大安全混合,混合型
002182,东兴蓝海财富混合,混合型
002183,广发天天红货币B,货币型
002184,泓德泓利货币A,货币型
002185,泓德泓利货币B,货币型
002186,国联安鑫享灵活配置混合C,混合型
002188,鹏华丰华债券,债券型
002189,农银汇理国企改革混合,混合型
002190,农银新能源主题,混合型
002191,农银物联网混合,混合型
002192,东方鼎新灵活配置混合C,混合型
002194,北信瑞丰稳定增强,混合型
002195,中银机构现金管理货币,货币型
002196,金鹰技术领先灵活配置混合C,混合型
002197,国泰鑫策略价值混合,混合型
002198,博时裕达纯债债券,债券型
002199,前海开源中证军工指数C,股票指数
002200,大成慧成货币A,货币型
002201,大成慧成货币B,货币型
002202,大成慧成货币E,货币型
002206,博时裕康纯债债券,债券型
002207,前海开源金银珠宝混合C,混合型
002210,创金合信量化多因子股票A,股票型
002211,嘉实新财富混合,混合型
002212,嘉实新起航混合,混合型
002213,中海顺鑫灵活配置混合,混合型
002214,中海沪港深价值优选混合,混合型
002216,易方达量化策略A,混合型
002217,易方达量化策略C,混合型
002218,南方弘利A,定开债券
002219,南方弘利C,定开债券
002220,南方瑞利灵活配置混合,混合型
002222,嘉实新趋势混合,混合型
002224,中邮绝对收益策略定期开放混合,混合型
002227,长城新优选混合A,混合型
002228,长城新优选混合C,混合型
002229,华夏经济转型股票,股票型
002230,华夏大中华混合(QDII),QDII
002231,华夏新趋势混合A,混合型
002232,华夏新趋势混合C,混合型
002233,工银丰收回报灵活配置混合C,混合型
002234,泰信天天收益货币B,货币型
002235,泰信天天收益货币E,货币型
002236,大成360互联网+大数据100A,股票指数
002243,东方金证通货币,货币型
002244,景顺长城低碳科技主题混合,混合型
002245,泰康稳健增利债券A,债券型
002246,泰康稳健增利债券C,债券型
002247,新疆前海联合海盈货币A,货币型
002248,新疆前海联合海盈货币B,货币型
002249,招商境远灵活配置混合,混合型
002251,华夏军工安全混合,混合型
002252,融通成长30灵活配置混合,混合型
002253,融通成长30灵活配置混合(后端),混合型
002254,长信金葵纯债A,定开债券
002255,长信金葵纯债C,定开债券
002256,金信行业优选混合发起式,混合型
002258,大成国企改革灵活配置混合,混合型
002259,鹏华健康环保混合,混合型
002260,中信建投添鑫宝,货币型
002261,中银宝利混合A,混合型
002262,中银宝利混合C,混合型
002263,泰达宏利大数据混合A,混合型
002264,华夏乐享健康混合,混合型
002265,鑫元兴利定期开放债,定开债券
002268,兴业丰利债券,债券型
002269,银华大数据灵活配置定开混合,混合型
002270,东吴安盈量化灵活配置混合,混合型
002271,招商安弘灵活配置混合,混合型
002272,新华科技创新主题灵活配置混合,混合型
002273,泰达宏利创益混合B,混合型
002274,中邮纯债聚利债券A,债券型
002275,中邮纯债聚利债券C,债券型
002276,中邮纯债恒利债券A,债券型
002277,中邮纯债恒利债券C,债券型
002278,中邮稳健合赢债券,债券型
002279,浙商惠盈纯债A,债券型
002280,华富安享债券,债券型
002281,建信裕利灵活配置混合,混合型
002282,平安安享灵活配置混合A,混合型
002286,中银美元债债券人民币,QDII
002287,中银美元债债券美元,QDII
002288,中银稳进策略混合,混合型
002289,华商改革创新股票,股票型
002291,诺安安鑫灵活配置混合,混合型
002292,诺安益鑫灵活配置混合,混合型
002293,南方益和混合,混合型
002295,广发稳安灵活配置A,混合型
002296,长城行业轮动混合,混合型
002298,招商招福宝货币A,货币型
002299,招商招福宝货币B,货币型
002300,长盛医疗行业量化配置股票,股票型
002301,兴业短债债券A,债券型
002302,新沃通宝B,货币型
002303,金鹰智慧生活混合,混合型
002304,平安安心灵活配置混合A,混合型
002305,光大保德信风格轮动混合A,混合型
002307,银华多元视野灵活配置混合,混合型
002310,创金合信沪深300指数增强A,股票指数
002311,创金合信中证500指数增强A,股票指数
002313,泰达宏利新起点混合B,混合型
002314,泰达宏利新思路混合B,混合型
002315,创金合信沪深300指数增强C,股票指数
002316,创金合信中证500指数增强C,股票指数
002317,招商睿逸混合,混合型
002318,鹏华添利交易型货币A,货币型
002319,大成一带一路灵活配置混合,混合型
002322,银华汇利灵活配置混合C,混合型
002323,银华稳利灵活配置混合C,混合型
002324,南方日添益A,货币型
002325,南方日添益E,货币型
002326,银华聚利灵活配置混合C,混合型
002327,银华恒利灵活配置混合C,混合型
002328,银华泰利灵活配置混合C,混合型
002330,兴业聚宝灵活配置混合,混合型
002331,泰康安泰回报混合,混合型
002332,汇丰晋信沪港深A,股票型
002333,汇丰晋信沪港深C,股票型
002334,汇丰晋信大盘波动股票A,股票型
002335,汇丰晋信大盘波动股票C,股票型
002336,创金合信尊享纯债,债券型
002337,创金合信尊盈纯债债券,债券型
002338,兴业奕祥混合,混合型
002339,海富通安颐收益混合C,混合型
002340,富国价值优势混合,混合型
002341,招商招瑞纯债发起式A,债券型
002342,融通增益债券A/B,债券型
002343,融通增益债券A/B(后端),债券型
002344,融通增益债券C,债券型
002345,华夏高端制造混合,混合型
002350,华安安华灵活配置混合,混合型
002351,易方达裕祥回报债券,债券型
002354,博时裕腾纯债,债券型
002355,国投瑞银岁赢利债券,债券型
002356,博时安泰18个月定开债A,定开债券
002357,博时安泰18个月定开债C,定开债券
002358,国投瑞银瑞祥,混合型
002360,前海开源清洁能源混合C,混合型
002361,国富恒瑞债券A,债券型
002362,国富恒瑞债券C,债券型
002363,华安安康灵活配置混合A,混合型
002364,华安安康灵活配置混合C,混合型
002365,国联安鑫禧灵活配置混合A,混合型
002366,国联安鑫禧灵活配置混合C,混合型
002367,国联安安稳混合,混合型
002376,国寿安保核心产业混合,混合型
002377,建信睿怡纯债,债券型
002378,建信弘利灵活配置混合,混合型
002379,工银香港中小盘人民币,QDII
002380,工银香港中小盘美元,QDII
002381,东海祥瑞A,债券型
002382,东海祥瑞C,债券型
002383,大成趋势回报灵活配置混合,混合型
002384,九泰鸿祥服务升级灵活配置混合,混合型
002385,博时沪深300指数C,股票指数
002387,工银沪港深股票A,股票型
002388,天弘裕利灵活配置混合A,混合型
002389,招商安德灵活配置混合A,混合型
002390,招商安德灵活配置混合C,混合型
002391,华安全球美元收益债人民币A,QDII
002392,华安全球美元收益债美元现汇A,QDII
002393,华安全球美元收益债C,QDII
002395,鹏华丰尚定开债A,定开债券
002396,鹏华丰尚定开债B,定开债券
002397,中邮增力债券,债券型
002398,华安安禧混合A,混合型
002399,华安安禧混合C,混合型
002400,南方亚洲美元债人民币A,QDII
002401,南方亚洲美元债人民币C,QDII
002402,南方亚洲美元债美元现汇A,QDII
002403,南方亚洲美元债美元现汇C,QDII
002404,博时裕乾纯债C,债券型
002405,光大保德信中高等级债券A,债券型
002406,光大保德信中高等级债券C,债券型
002407,前海开源恒远灵活配置混合,混合型
002408,中信建投医改混合A,混合型
002409,华夏新活力混合A,混合型
002410,华夏新活力混合C,混合型
002411,华夏新机遇混合A,混合型
002412,华富安福债券,债券型
002413,中银瑞利混合A,混合型
002414,中银瑞利混合C,混合型
002415,融通通盈灵活配置混合,混合型
002416,招商丰利灵活配置混合C,混合型
002417,招商丰盛稳定增长混合C,混合型
002418,汇添富优选回报灵活配置混合C,混合型
002419,汇添富盈安灵活配置混合,混合型
002420,汇添富盈鑫混合,混合型
002421,新华增强债券A,债券型
002422,新华增强债券C,债券型
002423,华宝标普美国消费美元,QDII-指数
002424,博时文体娱乐主题混合,混合型
002425,金鹰元禧混合C,混合型
002426,华安全球美元票息债人民币A,QDII
002427,华安全球美元票息债美元现汇A,QDII
002429,华安全球美元票息债C,QDII
002430,中银丰利混合A,混合型
002431,中银丰利混合C,混合型
002434,中银宏利混合A,混合型
002435,中银宏利混合C,混合型
002436,上投摩根红利回报混合C,混合型
002438,创金合信尊盛纯债,债券型
002440,中加瑞盈债券,债券型
002441,德邦新添利债券C,债券型
002442,鑫元汇利债券,债券型
002443,前海开源沪港深龙头精选混合,混合型
002445,兴业丰泰债券,债券型
002446,广发利鑫灵活配置混合,混合型
002447,博时裕安纯债,债券型
002448,江信汇福,定开债券
002449,民生加银量化中国混合,混合型
002450,平安睿享文娱混合A,混合型
002451,平安睿享文娱混合C,混合型
002452,民生加银和鑫定开债,定开债券
002453,九泰久稳灵活配置混合A,混合型
002454,九泰久稳灵活配置混合C,混合型
002455,民生加银鑫喜混合,混合型
002456,招商安元灵活配置混合A,混合型
002457,招商安元灵活配置混合C,混合型
002458,国泰民利策略收益混合,混合型
002459,华夏鼎利债券发起式A,债券型
002460,华夏鼎利债券发起式C,债券型
002461,中银珍利混合A,混合型
002462,中银珍利混合C,混合型
002463,创金合信价值红利混合A,混合型
002465,东兴众智优选混合,混合型
002466,博时裕新纯债,债券型
002469,华泰柏瑞交易货币B,货币型
002472,光大保德信先进服务业混合,混合型
002474,中邮睿信增强债,债券型
002475,中邮睿利增强债券,债券型
002476,博时安瑞18个月定开债A,定开债券
002477,博时安瑞18个月定开债C,定开债券
002482,宝盈互联网沪港深混合,混合型
002483,富国泰利定开债发起式,定开债券
002485,国联安通盈混合C,混合型
002486,上银慧添利债券,债券型
002487,汇添富稳添利定开债A,定开债券
002488,汇添富稳添利定开债C,定开债券
002489,国泰民福策略价值混合,混合型
002490,金鹰元祺信用债,债券型
002491,银华添益定开债,定开债券
002492,工银月月薪定期支付债券C,债券型
002494,兴业聚盈灵活配置混合,混合型
002495,前海开源量化优选A,混合型
002496,前海开源量化优选C,混合型
002497,东方盛世灵活配置混合,混合型
002498,兴业聚鑫灵活配置混合A,混合型
002501,银华远景债券,债券型
002502,中银腾利混合A,混合型
002503,中银腾利混合C,混合型
002504,鹏华金鼎灵活配置混合A,混合型
002505,鹏华金鼎灵活配置混合C,混合型
002507,兴业定开债C,定开债券
002510,申万菱信中证500指数增强A,股票指数
002512,长城久润混合,混合型
002513,金鹰元安混合C,混合型
002514,招商丰益混合A,混合型
002515,招商丰益混合C,混合型
002518,民生加银鑫福混合A,混合型
002519,博时裕景纯债,债券型
002520,招商招瑞纯债发起式C,债券型
002521,永赢双利债券A,债券型
002522,永赢双利债券C,债券型
002523,光大恒利纯债,债券型
002524,兴业福益债券,债券型
002527,南方安享绝对收益,混合型
002528,泰康安益纯债A,债券型
002529,泰康安益纯债C,债券型
002533,中加心享混合C,混合型
002534,华安稳固收益债券A,债券型
002535,中银鑫利混合A,混合型
002536,中银鑫利混合C,混合型
002537,平安安盈灵活配置混合,混合型
002542,长城久鼎混合,混合型
002543,长城久益混合A,混合型
002544,长城久益混合C,混合型
002545,东方岳灵活配置混合,混合型
002546,泰康薪意保货币E,货币型
002547,民生加银养老服务混合,混合型
002548,嘉实稳瑞纯债债券,债券型
002549,嘉实稳祥纯债债券A,债券型
002550,嘉实稳荣债券,债券型
002552,华夏恒利定开债,定开债券
002553,博时创业成长混合C,混合型
002555,博时沪港深优质企业基金C,混合型
002556,博时丝路主题股票C,股票型
002558,博时鑫瑞混合A,混合型
002559,博时鑫瑞混合C,混合型
002560,诺安和鑫灵活配置混合,混合型
002561,东吴安鑫量化,混合型
002562,泓德泓益量化混合,混合型
002563,泓德泓汇混合,混合型
002564,新沃通盈灵活配置混合,混合型
002567,大成国家安全主题混合,混合型
002568,博时裕发纯债,债券型
002569,博时裕弘纯债债券,债券型
002573,建信汇利灵活配置混合,混合型
002574,招商瑞庆混合A,混合型
002577,南方新兴混合,混合型
002578,博时裕泉纯债债券,债券型
002580,泰信鑫选灵活配置混合C,混合型
002581,招商丰凯混合A,混合型
002582,招商丰凯混合C,混合型
002583,泰信行业精选混合C,混合型
002584,富安达长盈灵活配置混合,混合型
002585,建信兴利灵活配置混合,混合型
002586,金鹰添利信用债债券A,债券型
002587,金鹰添利信用债债券C,债券型
002588,博时银智大数据100A,股票指数
002591,中欧信用增利债券(LOF)E,债券型
002592,中欧纯债债券(LOF)E,债券型
002593,富国美丽中国混合,混合型
002594,工银现代服务业混合,混合型
002595,博时工业4.0主题股票,股票型
002596,华商回报1号混合,混合型
002597,兴业成长动力混合,混合型
002598,平安消费精选混合A,混合型
002599,平安消费精选混合C,混合型
002600,易方达裕景添利6个月定开债,定开债券
002601,中银证券价值精选混合,混合型
002602,易方达丰惠混合,混合型
002603,工银瑞丰定开纯债,定开债券
002604,华夏新起点混合A,混合型
002605,融通新消费灵活配置混合,混合型
002606,融通新消费灵活配置混合(后端),混合型
002607,融通增裕债券,债券型
002610,博时黄金ETF联接A,联接基金
002611,博时黄金ETF联接C,联接基金
002612,融通通慧混合A/B,混合型
002613,融通通慧混合A/B(后端),混合型
002614,中银颐利混合A,混合型
002615,中银颐利混合C,混合型
002616,中银益利混合A,混合型
002617,中银益利混合C,混合型
002618,中银裕利混合A,混合型
002619,中银裕利混合C,混合型
002620,中邮未来新蓝筹混合,混合型
002621,中欧消费主题股票A,股票型
002622,广发稳裕混合,混合型
002624,广发优企精选混合,混合型
002625,博时安怡6个月,定开债券
002628,招商安博灵活配置混合A,混合型
002629,招商安博灵活配置混合C,混合型
002630,江信瑞福灵活配置混合A,混合型
002631,江信瑞福灵活配置混合C,混合型
002632,鑫元双债增强债券A,债券型
002633,鑫元双债增强债券C,债券型
002634,华宝未来主导混合,混合型
002635,融通增鑫债券,债券型
002636,广发集裕债券A,债券型
002637,广发集裕债券C,债券型
002638,兴业天融债券,债券型
002639,天弘价值精选灵活配置混合,混合型
002640,中信建投睿溢混合A,混合型
002643,鹏华兴利混合,混合型
002644,大成景荣债券A,债券型
002645,大成景荣债券C,债券型
002646,中科沃土货币A,货币型
002647,中科沃土货币B,货币型
002649,民生智造2025灵活配置混合,混合型
002650,东方红稳添利纯债,债券型
002651,东方红汇利债券A,债券型
002652,东方红汇利债券C,债券型
002653,泰康沪港深精选混合,混合型
002654,上投摩根策略精选混合,混合型
002655,南方卓享绝对收益,混合型
002656,南方创业板ETF联接A,联接基金
002657,招商安裕灵活配置混合A,混合型
002658,招商安裕灵活配置混合C,混合型
002659,兴业中债1-3年政金债A,债券指数
002660,兴业聚源灵活配置混合,混合型
002661,兴业天禧债券,债券型
002662,前海开源沪港深大消费混合A,混合型
002663,前海开源沪港深大消费混合C,混合型
002664,万家瑞和灵活配置混合A,混合型
002665,万家瑞和灵活配置混合C,混合型
002666,前海开源沪港深创新成长混合A,混合型
002667,前海开源沪港深创新成长混合C,混合型
002668,兴业聚丰灵活配置混合,混合型
002669,华商万众创新混合,混合型
002670,万家沪深300指数增强A,股票指数
002671,万家沪深300指数增强C,股票指数
002672,诺德货币A,货币型
002673,诺德货币B,货币型
002679,工银安盈货币A,货币型
002680,工银安盈货币B,货币型
002681,金鹰元和灵活配置混合A,混合型
002682,金鹰元和灵活配置混合C,混合型
002683,民生加银前沿科技灵活配置混合,混合型
002684,民生加银鑫安纯债A,债券型
002685,中欧丰泓沪港深混合A,混合型
002686,中欧丰泓沪港深混合C,混合型
002688,红塔红土长益定开债A,定开债券
002689,红塔红土长益定开债C,定开债券
002690,前海开源恒泽混合A,混合型
002691,前海开源恒泽混合C,混合型
002692,富国创新科技混合,混合型
002694,中银新蓝筹混合,混合型
002697,中欧消费主题股票C,股票型
002698,博时裕利纯债债券,债券型
002701,东方红汇阳债券A,债券型
002702,东方红汇阳债券C,债券型
002703,长城久源灵活配置混合,混合型
002704,德邦锐兴债券A,债券型
002705,德邦锐兴债券C,债券型
002707,大摩科技领先混合,混合型
002708,大摩健康产业混合,混合型
002709,红塔红土人人宝货币A,货币型
002710,红塔红土人人宝货币B,货币型
002711,广发集丰债券A,债券型
002712,广发集丰债券C,债券型
002713,广发转型升级混合,混合型
002714,鹏华金城混合,混合型
002716,博时裕通定开债A,定开债券
002717,红塔红土盛隆灵活配置A,混合型
002718,红塔红土盛隆灵活配置C,混合型
002719,融通增祥三个月定开债,定开债券
002720,国寿安保尊利增强回报债券A,债券型
002721,国寿安保尊利增强回报债券C,债券型
002722,工银财富货币B,货币型
002723,江信祺福A,债券型
002724,江信祺福C,债券型
002725,中欧强瑞多策略债券,定开债券
002728,华富益鑫灵活配置混合A,混合型
002729,华富益鑫灵活配置混合C,混合型
002730,华富华鑫灵活配置混合A,混合型
002731,华富华鑫灵活配置混合C,混合型
002732,长盛沪港深混合,混合型
002733,上银慧盈利货币,货币型
002734,泓德裕荣纯债债券A,债券型
002735,泓德裕荣纯债债券C,债券型
002736,泓德裕和纯债债券A,债券型
002737,泓德裕和纯债债券C,债券型
002738,泓德裕康债券A,债券型
002739,泓德裕康债券C,债券型
002740,泓德裕泽一年定开债券A,定开债券
002741,泓德裕泽一年定开债券C,定开债券
002742,泓德裕祥债券A,债券型
002743,泓德裕祥债券C,债券型
002745,北信瑞丰丰利混合,混合型
002746,汇添富多策略定开混合,混合型
002747,中欧货币C,货币型
002748,中欧货币D,货币型
002749,嘉实稳盛债券,债券型
002750,工银泰享三年理财债券,定开债券
002753,建信嘉薪宝货币B,货币型
002754,博时裕创纯债,债券型
002755,博时裕盛纯债债券,债券型
002756,招商招兴3个月定开A,定开债券
002757,招商招兴3个月定开C,定开债券
002758,建信现金增利货币,货币型
002759,东兴安盈宝A,货币型
002760,东兴安盈宝B,货币型
002765,新华双利债券A,债券型
002766,新华双利债券C,债券型
002767,泰康宏泰回报混合,混合型
002768,华安安进灵活配置混合,混合型
002769,兴业短债债券C,债券型
002770,安信新回报混合A,混合型
002771,安信新回报混合C,混合型
002772,光大产业新动力混合,混合型
002773,光大铭鑫混合A,混合型
002774,光大铭鑫混合C,混合型
002775,博时景兴纯债债券,债券型
002776,招商安荣混合A,混合型
002777,招商安荣混合C,混合型
002778,新疆前海联合新思路混合A,混合型
002779,新疆前海联合新思路混合C,混合型
002780,前海联合泓鑫混合A,混合型
002781,博时聚瑞6个月定开债,定开债券
002782,富国祥利定开债发起式,定开债券
002783,东方红价值精选混合A,混合型
002784,东方红价值精选混合C,混合型
002785,中融融裕双利债券A,债券型
002786,中融融裕双利债券C,债券型
002788,融通现金宝货币A,货币型
002789,长盛同享灵活配置A,混合型
002790,长盛同享灵活配置C,混合型
002792,景顺长城顺益回报混合A,混合型
002793,景顺长城顺益回报混合C,混合型
002794,天弘永利债券E,债券型
002795,平安惠盈纯债,债券型
002796,景顺长城景盈双利债券A,债券型
002797,景顺长城景盈双利债券C,债券型
002801,泓德泓信混合,混合型
002802,广发东财大数据混合,混合型
002803,东方红沪港深混合,混合型
002804,华泰柏瑞量化对冲,混合型
002805,浙商汇金聚利一年定开债A,定开债券
002806,浙商汇金聚利一年定开债C,定开债券
002807,融通通安债券,债券型
002808,泓德优势领航混合,混合型
002810,金信转型创新成长混合发起式,混合型
002811,博时裕顺纯债债券,债券型
002812,博时裕通定开债C,定开债券
002813,博时颐泰混合A,混合型
002814,博时颐泰混合C,混合型
002817,招商招恒纯债A,债券型
002818,招商招恒纯债C,债券型
002819,招商丰美混合A,混合型
002820,招商丰美混合C,混合型
002823,招商盛达混合A,混合型
002824,招商盛达混合C,混合型
002825,融通通和债券,债券型
002826,中银永利半年定开债,定开债券
002828,南方现金增利货币E,货币型
002829,南方现金增利货币F,货币型
002830,浙商惠丰定开债,定开债券
002832,工银恒享纯债债券,债券型
002833,华夏新锦绣混合A,混合型
002834,华夏新锦绣混合C,混合型
002837,华夏网购精选混合A,混合型
002838,华夏新锦程混合A,混合型
002839,华夏新锦程混合C,混合型
002844,金鹰多元策略混合,混合型
002845,上投摩根安鑫回报C,混合型
002846,泓德泓华混合,混合型
002847,天弘现金管家货币E,货币型
002849,金信智能中国2025混合,混合型
002850,南方甑智混合,混合型
002851,南方品质混合,混合型
002852,招商财富宝交易型货币A,货币型
002855,博时现金宝货币C,货币型
002858,长信富平纯债一年定开债A,定开债券
002859,长信富平纯债一年定开债C,定开债券
002860,前海开源沪港深新机遇混合,混合型
002861,工银智能制造股票,股票型
002862,金信量化精选混合,混合型
002863,金信深圳成长混合发起式,混合型
002864,广发安泽短债债券A,债券型
002865,广发安泽短债债券C,债券型
002866,新华丰盈回报债券,债券型
002868,鹏华丰茂债券,债券型
002869,融通通裕定开债,定开债券
002870,兴业增益五年定开债,定开债券
002871,华夏智胜价值成长A,股票型
002872,华夏智胜价值成长C,股票型
002877,华夏大中华信用债A,QDII
002878,华夏大中华信用债美元现汇A,QDII
002879,华夏大中华信用债美元现钞A,QDII
002880,华夏大中华信用债C,QDII
002881,中加丰润纯债债券A,债券型
002882,中加丰润纯债债券C,债券型
002883,华润元大现金通货币A,货币型
002884,华润元大现金通货币B,货币型
002885,大摩万众创新灵活配置混合,混合型
002889,交银天利宝货币A,货币型
002890,交银天利宝货币E,货币型
002891,华夏移动互联混合人民币,QDII
002892,华夏移动互联混合美元现汇,QDII
002893,华夏移动互联混合美元现钞,QDII
002894,华夏天利货币A,货币型
002895,华夏天利货币B,货币型
002898,富国两年期理财债券A,定开债券
002899,富国两年期理财债券C,定开债券
002900,南方中证500信息技术联接A,联接基金
002901,财通资管积极收益债券A,债券型
002902,财通资管积极收益债券C,债券型
002903,广发中证500ETF联接C,联接基金
002904,博时安仁一年定开债A,定开债券
002905,博时安仁一年定开债C,定开债券
002906,南方中证500量化增强A,股票指数
002907,南方中证500量化增强C,股票指数
002908,富国睿利定开混合发起式,混合型
002909,浙商惠享纯债,债券型
002910,易方达供给改革混合,混合型
002912,兴业稳天盈货币A,货币型
002915,鑫元裕利债券,债券型
002917,嘉实活钱包货币E,货币型
002918,交银现金宝货币E,货币型
002919,东吴智慧医疗量化策略混合,混合型
002920,中欧短债债券A,债券型
002923,兴业聚惠灵活配置混合C,混合型
002924,华商瑞鑫定开债,定开债券
002925,广发集源债券A,债券型
002926,广发集源债券C,债券型
002927,长盛盛和纯债A,债券型
002928,长盛盛和纯债C,债券型
002929,博时聚盈纯债债券,债券型
002930,博时聚润纯债债券,债券型
002932,圆信永丰强化收益A,债券型
002933,圆信永丰强化收益C,债券型
002934,泰康恒泰回报混合A,混合型
002935,泰康恒泰回报混合C,混合型
002936,华夏沃利货币A,货币型
002937,华夏沃利货币B,货币型
002938,中银证券健康产业混合,混合型
002939,广发创新升级混合,混合型
002943,广发多因子混合,混合型
002945,大成盛世精选灵活配置混合,混合型
002946,大成景盛一年定开债A,定开债券
002947,大成景盛一年定开债C,定开债券
002948,华安聚利18个月定开债A,定开债券
002949,华安聚利18个月定开债C,定开债券
002952,建信多因子量化股票,股票型
002953,华安安福保本混合A,保本型
002954,华安安福保本混合C,保本型
002955,融通新趋势灵活配置混合,混合型
002956,融通新趋势灵活配置混合(后端),混合型
002957,财通财通宝货币A,货币型
002958,财通财通宝货币B,货币型
002959,汇添富盈泰混合,混合型
002960,博时合利货币B,货币型
002961,中欧双利债券A,债券型
002962,中欧双利债券C,债券型
002963,易方达黄金ETF联接C,联接基金
002964,国投瑞银顺鑫定开,定开债券
002965,中海合嘉增强收益债券A,债券型
002966,中海合嘉增强收益债券C,债券型
002967,浙商大数据智选消费混合,混合型
002968,新华高端制造混合,混合型
002969,易方达丰和债券,债券型
002970,博时裕昂纯债债券,债券型
002971,前海开源鼎安债券A,债券型
002972,前海开源鼎安债券C,债券型
002974,广发信息技术联接C,联接基金
002977,广发中证全指可选消费联接C,联接基金
002978,广发医药卫生联接C,联接基金
002979,广发中证全指金融地产联接C,联接基金
002980,华夏创新前沿股票,股票型
002982,广发养老指数C,股票指数
002983,长信国防军工量化混合A,混合型
002984,广发中证环保ETF联接C,联接基金
002985,中银季季红定开债,定开债券
002986,泰康丰盈债券,债券型
002987,广发沪深300ETF联接C,联接基金
002988,平安鼎信债券,债券型
002989,融通通乾研究精选混合,混合型
002991,嘉实稳鑫纯债债券,债券型
002994,招商招裕纯债A,债券型
002995,招商招裕纯债C,债券型
002996,长信稳健纯债债券A,债券型
002997,工银瑞享纯债债券,债券型
003000,招商丰德灵活配置混合A,混合型
003001,招商丰德灵活配置混合C,混合型
003002,国金及第中短债债券,债券型
003003,华夏现金增利货币A/E,货币型
003004,招商睿祥定开混合,混合型
003009,中融盈泽债券A,债券型
003010,中融盈泽债券C,债券型
003013,中融恒泰纯债A,债券型
003014,中融恒泰纯债C,债券型
003015,中金沪深300A,股票指数
003016,中金中证500A,股票指数
003017,广发中证军工ETF联接A,联接基金
003022,建信现金添益货币A,货币型
003023,博时景发纯债债券,债券型
003024,平安惠金定开债A,定开债券
003025,新华红利回报混合,混合型
003026,安信新价值混合A,混合型
003027,安信新价值混合C,混合型
003028,安信新优选混合A,混合型
003029,安信新优选混合C,混合型
003030,安信新目标混合A,混合型
003031,安信新目标混合C,混合型
003032,平安医疗健康混合,混合型
003033,南方荣冠定开混合,混合型
003034,平安交易型货币A,货币型
003037,广发集瑞债券A,债券型
003038,广发集瑞债券C,债券型
003039,广发集富纯债A,债券型
003040,广发集富纯债C,债券型
003041,鑫元得利债券,债券型
003042,交银活期通货币A,货币型
003043,交银活期通货币E,货币型
003044,东方红战略精选混合A,混合型
003045,东方红战略精选混合C,混合型
003050,农银汇理金丰一年定开债,定开债券
003051,农银汇理金利一年定开债,定开债券
003053,嘉实文体娱乐股票A,股票型
003054,嘉实文体娱乐股票C,股票型
003056,嘉实稳泽纯债债券,债券型
003059,长信先利半年定开混合A,混合型
003062,银华通利混合A,混合型
003063,银华通利混合C,混合型
003064,南方荣欢混合,混合型
003065,光大保德信尊富18个月定开债A,定开债券
003066,光大保德信尊富18个月定开债C,定开债券
003069,光大保德信创业板量化优选A,股票型
003070,光大保德信创业板量化优选C,股票型
003071,中融睿祥纯债A,债券型
003072,中融睿祥纯债C,债券型
003073,泰达宏利汇利债券A,债券型
003074,泰达宏利汇利债券C,债券型
003075,中融货币E,货币型
003078,泰康安惠纯债债券A,债券型
003081,中融1-3年中高等级信用债A,债券指数
003082,中融1-3年中高等级信用债C,债券指数
003083,中融1-3年高等级信用债A,债券指数
003084,中融1-3年高等级信用债C,债券指数
003092,华商丰利增强定开债A,定开债券
003093,华商丰利增强定开债C,定开债券
003095,中欧医疗健康混合A,混合型
003096,中欧医疗健康混合C,混合型
003099,长盛盛景纯债A,债券型
003100,长盛盛景纯债C,债券型
003102,长盛盛裕纯债A,债券型
003103,长盛盛裕纯债C,债券型
003104,泰达宏利定宏混合,混合型
003105,光大永鑫混合A,混合型
003106,光大永鑫混合C,混合型
003107,光大保德信安祺债券A,债券型
003108,光大保德信安祺债券C,债券型
003109,光大安和债券A,债券型
003110,光大安和债券C,债券型
003115,光大保德信诚鑫混合A,混合型
003116,光大保德信诚鑫混合C,混合型
003117,光大吉鑫混合A,混合型
003118,光大吉鑫混合C,混合型
003119,博时鑫源混合A,混合型
003120,博时鑫源混合C,混合型
003121,中信保诚稳利债券A,债券型
003123,天治鑫利纯债债券A,债券型
003124,天治鑫利纯债债券C,债券型
